Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number,,,,NAME,AGE,SALARY,GENDER,DEPARTMENT,POSITION,JOINING DATE,PERFORMANCE SCORE,EMAIL,PHONE NUMBER,
 bob ,thirty,70000,Male,Marketing,Assistant,2019.12.01,B,nan,098-765-4321,,,,Bob,30,70000,Male,Marketing,Assistant,12/1/2019,B,,098-765-4321,
 alice ,35,65000,Female,IT,Clerk,2019.12.01,D,name@company.org, ,,,,Alice,35,65000,Female,IT,Clerk,12/1/2019,D,name@company.org,,
 grace ,25,70000,Male,Marketing,Director,1/15/2020,D,email@example.com,123-456-7890,,,,Grace,25,70000,Male,Marketing,Director,1/15/2020,D,email@example.com,123-456-7890,
 hannah ,35, NAN ,Female,Finance,Analyst,3/25/2019,F,name@company.org,nan,,,,Hannah,35,  ,Female,Finance,Analyst,3/25/2019,F,name@company.org,,
 grace ,35,55000,Male,Sales,Director,1/15/2020,A,name@company.org,nan,,,,Grace,35,55000,Male,Sales,Director,1/15/2020,A,name@company.org,,
 eve ,nan,70000,Other,Marketing,Director,3/25/2019,A,name@company.org, ,,,,Eve,,70000,Other,Marketing,Director,3/25/2019,A,name@company.org,,
 alice ,40,55000,Other,IT,Clerk,2019.12.01,C,, ,,,,Alice,40,55000,Other,IT,Clerk,12/1/2019,C,,,
 grace ,25,70000,Other,IT,Assistant,2019.12.01,B,,555-555-5555,,,,Grace,25,70000,Other,IT,Assistant,12/1/2019,B,,555-555-5555,
 grace ,35,50000,Other,Finance,Director,5-Apr-18,F,user@domain.com, ,,,,Grace,35,50000,Other,Finance,Director,4/5/2018,F,user@domain.com,,
 ivy ,25,50000,Female,IT,Assistant,3/25/2019,B,email@example.com,nan,,,,Ivy,25,50000,Female,IT,Assistant,3/25/2019,B,email@example.com,,
 charlie ,thirty,50000,Female,HR,Manager,2019.12.01,F,nan,098-765-4321,,,,Charlie,30,50000,Female,HR,Manager,12/1/2019,F,,098-765-4321,
 ivy ,nan,50000,Male,Sales,Assistant,2/20/2020,F,name@company.org,123-456-7890,,,,Ivy,,50000,Male,Sales,Assistant,2/20/2020,F,name@company.org,123-456-7890,
 alice ,thirty,50000,Other,Marketing,Analyst,5-Apr-18,F,email@example.com,555-555-5555,,,,Alice,30,50000,Other,Marketing,Analyst,4/5/2018,F,email@example.com,555-555-5555,
 alice ,25,50000,Female,Sales,Analyst,1/15/2020,B,email@example.com,098-765-4321,,,,Alice,25,50000,Female,Sales,Analyst,1/15/2020,B,email@example.com,098-765-4321,
 david ,25,55000,Male,Finance,Director,5-Apr-18,D,user@domain.com,123-456-7890,,,,David,25,55000,Male,Finance,Director,4/5/2018,D,user@domain.com,123-456-7890,
 ivy ,40,65000,Male,Marketing,Assistant,2/20/2020,B,nan,123-456-7890,,,,Ivy,40,65000,Male,Marketing,Assistant,2/20/2020,B,,123-456-7890,
 frank ,35,70000,Female,Marketing,Director,3/25/2019,F,name@company.org,123-456-7890,,,,Frank,35,70000,Female,Marketing,Director,3/25/2019,F,name@company.org,123-456-7890,
 charlie ,35,50000,Other,HR,Clerk,1/15/2020,C,nan,098-765-4321,,,,Charlie,35,50000,Other,HR,Clerk,1/15/2020,C,,098-765-4321,
 alice ,thirty,55000,Male,Finance,Analyst,1/15/2020,A,user@domain.com,555-555-5555,,,,Alice,30,55000,Male,Finance,Analyst,1/15/2020,A,user@domain.com,555-555-5555,
 david ,nan,55000,Other,IT,Director,3/25/2019,F,,555-555-5555,,,,David,,55000,Other,IT,Director,3/25/2019,F,,555-555-5555,
 ivy ,50,55000,Other,HR,Clerk,5-Apr-18,C,email@example.com,123-456-7890,,,,Ivy,50,55000,Other,HR,Clerk,4/5/2018,C,email@example.com,123-456-7890,
 charlie ,35,65000,Other,HR,Director,2019.12.01,D,name@company.org,098-765-4321,,,,Charlie,35,65000,Other,HR,Director,12/1/2019,D,name@company.org,098-765-4321,
 ivy ,40,70000,Male,Sales,Assistant,5-Apr-18,F,,123-456-7890,,,,Ivy,40,70000,Male,Sales,Assistant,4/5/2018,F,,123-456-7890,
 grace ,thirty,65000,Other,Sales,Assistant,2/20/2020,C,user@domain.com, ,,,,Grace,30,65000,Other,Sales,Assistant,2/20/2020,C,user@domain.com,,
 david ,thirty,SIXTY THOUSAND,Male,Sales,Assistant,2019.12.01,F,nan,555-555-5555,,,,David,30,60000,Male,Sales,Assistant,12/1/2019,F,,555-555-5555,
 charlie ,50,55000,Other,HR,Assistant,5-Apr-18,B,email@example.com,nan,,,,Charlie,50,55000,Other,HR,Assistant,4/5/2018,B,email@example.com,,
 jack ,40,SIXTY THOUSAND,Male,IT,Manager,3/25/2019,C,name@company.org,123-456-7890,,,,Jack,40,60000,Male,IT,Manager,3/25/2019,C,name@company.org,123-456-7890,
 eve ,nan, NAN ,Other,Marketing,Clerk,2/20/2020,B,, ,,,,Eve,,  ,Other,Marketing,Clerk,2/20/2020,B,,,
 eve ,40,50000,Female,Sales,Clerk,2/20/2020,B,,555-555-5555,,,,Eve,40,50000,Female,Sales,Clerk,2/20/2020,B,,555-555-5555,
 charlie ,nan,50000,Other,IT,Assistant,2/20/2020,C,email@example.com,098-765-4321,,,,Charlie,,50000,Other,IT,Assistant,2/20/2020,C,email@example.com,098-765-4321,
 ivy ,40,65000,Other,Finance,Manager,2019.12.01,A,nan,555-555-5555,,,,Ivy,40,65000,Other,Finance,Manager,12/1/2019,A,,555-555-5555,
 david ,40,70000,Male,Sales,Assistant,1/15/2020,C,user@domain.com,098-765-4321,,,,David,40,70000,Male,Sales,Assistant,1/15/2020,C,user@domain.com,098-765-4321,
 eve ,25,SIXTY THOUSAND,Male,Marketing,Manager,2019.12.01,A,nan,098-765-4321,,,,Eve,25,60000,Male,Marketing,Manager,12/1/2019,A,,098-765-4321,
 david ,thirty,70000,Other,Finance,Assistant,5-Apr-18,F,nan,123-456-7890,,,,David,30,70000,Other,Finance,Assistant,4/5/2018,F,,123-456-7890,
 eve ,40,65000,Female,Finance,Analyst,1/15/2020,F,nan,123-456-7890,,,,Eve,40,65000,Female,Finance,Analyst,1/15/2020,F,,123-456-7890,
 grace ,50,50000,Female,Marketing,Analyst,5-Apr-18,C,email@example.com,555-555-5555,,,,Grace,50,50000,Female,Marketing,Analyst,4/5/2018,C,email@example.com,555-555-5555,
 ivy ,40,70000,Male,Sales,Director,1/15/2020,F,email@example.com, ,,,,Ivy,40,70000,Male,Sales,Director,1/15/2020,F,email@example.com,,
 grace ,35,70000,Female,HR,Assistant,2019.12.01,D,user@domain.com,555-555-5555,,,,Grace,35,70000,Female,HR,Assistant,12/1/2019,D,user@domain.com,555-555-5555,
 eve ,thirty,50000,Other,Marketing,Clerk,2/20/2020,B,nan,nan,,,,Eve,30,50000,Other,Marketing,Clerk,2/20/2020,B,,,
 jack ,35,SIXTY THOUSAND,Male,Marketing,Director,3/25/2019,B,email@example.com,098-765-4321,,,,Jack,35,60000,Male,Marketing,Director,3/25/2019,B,email@example.com,098-765-4321,
 jack ,thirty,50000,Other,Marketing,Analyst,2/20/2020,A,user@domain.com,098-765-4321,,,,Jack,30,50000,Other,Marketing,Analyst,2/20/2020,A,user@domain.com,098-765-4321,
 grace ,35,70000,Male,Finance,Assistant,2019.12.01,F,user@domain.com,123-456-7890,,,,Grace,35,70000,Male,Finance,Assistant,12/1/2019,F,user@domain.com,123-456-7890,
 jack ,40,SIXTY THOUSAND,Male,IT,Director,1/15/2020,A,nan, ,,,,Jack,40,60000,Male,IT,Director,1/15/2020,A,,,
 eve ,40,SIXTY THOUSAND,Male,HR,Assistant,2/20/2020,B,name@company.org,123-456-7890,,,,Eve,40,60000,Male,HR,Assistant,2/20/2020,B,name@company.org,123-456-7890,
 charlie ,25,50000,Male,Sales,Analyst,2019.12.01,B,nan,nan,,,,Charlie,25,50000,Male,Sales,Analyst,12/1/2019,B,,,
 grace ,50,70000,Female,Sales,Director,5-Apr-18,F,name@company.org,555-555-5555,,,,Grace,50,70000,Female,Sales,Director,4/5/2018,F,name@company.org,555-555-5555,
 bob ,35,65000,Other,IT,Analyst,3/25/2019,D,user@domain.com,555-555-5555,,,,Bob,35,65000,Other,IT,Analyst,3/25/2019,D,user@domain.com,555-555-5555,
 ivy ,nan,70000,Other,Marketing,Manager,2/20/2020,D,email@example.com, ,,,,Ivy,,70000,Other,Marketing,Manager,2/20/2020,D,email@example.com,,
 jack ,25,55000,Other,HR,Analyst,1/15/2020,F,,123-456-7890,,,,Jack,25,55000,Other,HR,Analyst,1/15/2020,F,,123-456-7890,
 jack ,35, NAN ,Male,Sales,Assistant,5-Apr-18,F,user@domain.com,123-456-7890,,,,Jack,35,  ,Male,Sales,Assistant,4/5/2018,F,user@domain.com,123-456-7890,
 alice ,35,65000,Female,Sales,Clerk,2019.12.01,A,email@example.com,nan,,,,Alice,35,65000,Female,Sales,Clerk,12/1/2019,A,email@example.com,,
 frank ,25,SIXTY THOUSAND,Other,Marketing,Analyst,3/25/2019,F,user@domain.com,555-555-5555,,,,Frank,25,60000,Other,Marketing,Analyst,3/25/2019,F,user@domain.com,555-555-5555,
 grace ,40,65000,Female,IT,Clerk,1/15/2020,D,nan,123-456-7890,,,,Grace,40,65000,Female,IT,Clerk,1/15/2020,D,,123-456-7890,
 hannah ,35,SIXTY THOUSAND,Male,HR,Manager,2019.12.01,F,name@company.org, ,,,,Hannah,35,60000,Male,HR,Manager,12/1/2019,F,name@company.org,,
 jack ,40,SIXTY THOUSAND,Other,IT,Director,2019.12.01,A,user@domain.com,555-555-5555,,,,Jack,40,60000,Other,IT,Director,12/1/2019,A,user@domain.com,555-555-5555,
 ivy ,25,65000,Female,IT,Director,2/20/2020,A,email@example.com,nan,,,,Ivy,25,65000,Female,IT,Director,2/20/2020,A,email@example.com,,
 bob ,40,SIXTY THOUSAND,Male,HR,Clerk,2/20/2020,A,nan, ,,,,Bob,40,60000,Male,HR,Clerk,2/20/2020,A,,,
 jack ,thirty,SIXTY THOUSAND,Female,HR,Director,1/15/2020,A,,098-765-4321,,,,Jack,30,60000,Female,HR,Director,1/15/2020,A,,098-765-4321,
 bob ,nan,55000,Other,Sales,Analyst,2019.12.01,C,nan,nan,,,,Bob,,55000,Other,Sales,Analyst,12/1/2019,C,,,
 eve ,35,70000,Other,Sales,Clerk,2/20/2020,F,name@company.org, ,,,,Eve,35,70000,Other,Sales,Clerk,2/20/2020,F,name@company.org,,
 eve ,50,70000,Male,HR,Assistant,3/25/2019,B,nan,123-456-7890,,,,Eve,50,70000,Male,HR,Assistant,3/25/2019,B,,123-456-7890,
 frank ,nan, NAN ,Male,Finance,Analyst,3/25/2019,F,,098-765-4321,,,,Frank,,  ,Male,Finance,Analyst,3/25/2019,F,,098-765-4321,
 charlie ,40, NAN ,Male,Sales,Analyst,2019.12.01,C,email@example.com,nan,,,,Charlie,40,  ,Male,Sales,Analyst,12/1/2019,C,email@example.com,,
 hannah ,35,55000,Female,Finance,Analyst,2/20/2020,A,user@domain.com,123-456-7890,,,,Hannah,35,55000,Female,Finance,Analyst,2/20/2020,A,user@domain.com,123-456-7890,
 alice ,40, NAN ,Female,HR,Assistant,1/15/2020,C,name@company.org,098-765-4321,,,,Alice,40,  ,Female,HR,Assistant,1/15/2020,C,name@company.org,098-765-4321,
 frank ,thirty,65000,Female,Sales,Manager,1/15/2020,D,,555-555-5555,,,,Frank,30,65000,Female,Sales,Manager,1/15/2020,D,,555-555-5555,
 david ,25,50000,Male,IT,Director,1/15/2020,D,name@company.org,123-456-7890,,,,David,25,50000,Male,IT,Director,1/15/2020,D,name@company.org,123-456-7890,
 alice ,35,50000,Other,HR,Clerk,3/25/2019,F,nan, ,,,,Alice,35,50000,Other,HR,Clerk,3/25/2019,F,,,
 grace ,thirty,50000,Other,Marketing,Manager,2/20/2020,F,name@company.org,nan,,,,Grace,30,50000,Other,Marketing,Manager,2/20/2020,F,name@company.org,,
 ivy ,thirty,55000,Female,Finance,Clerk,2/20/2020,B,,098-765-4321,,,,Ivy,30,55000,Female,Finance,Clerk,2/20/2020,B,,098-765-4321,
 david ,35,55000,Female,HR,Director,3/25/2019,B,user@domain.com,123-456-7890,,,,David,35,55000,Female,HR,Director,3/25/2019,B,user@domain.com,123-456-7890,
 david ,40,SIXTY THOUSAND,Other,HR,Assistant,1/15/2020,D,user@domain.com,555-555-5555,,,,David,40,60000,Other,HR,Assistant,1/15/2020,D,user@domain.com,555-555-5555,
 frank ,50,50000,Other,Sales,Analyst,1/15/2020,A,name@company.org,nan,,,,Frank,50,50000,Other,Sales,Analyst,1/15/2020,A,name@company.org,,
 charlie ,thirty,65000,Female,Sales,Analyst,2019.12.01,C,email@example.com,nan,,,,Charlie,30,65000,Female,Sales,Analyst,12/1/2019,C,email@example.com,,
 frank ,nan, NAN ,Female,Sales,Assistant,5-Apr-18,B,name@company.org,123-456-7890,,,,Frank,,  ,Female,Sales,Assistant,4/5/2018,B,name@company.org,123-456-7890,
 grace ,thirty,65000,Other,Marketing,Manager,2/20/2020,B,nan,555-555-5555,,,,Grace,30,65000,Other,Marketing,Manager,2/20/2020,B,,555-555-5555,
 jack ,50, NAN ,Male,Sales,Manager,2/20/2020,A,user@domain.com,098-765-4321,,,,Jack,50,  ,Male,Sales,Manager,2/20/2020,A,user@domain.com,098-765-4321,
 jack ,40,50000,Female,HR,Clerk,2/20/2020,A,user@domain.com,123-456-7890,,,,Jack,40,50000,Female,HR,Clerk,2/20/2020,A,user@domain.com,123-456-7890,
 charlie ,40,50000,Other,Sales,Assistant,5-Apr-18,F,user@domain.com,098-765-4321,,,,Charlie,40,50000,Other,Sales,Assistant,4/5/2018,F,user@domain.com,098-765-4321,
 grace ,nan,50000,Other,IT,Manager,2019.12.01,C,email@example.com,nan,,,,Grace,,50000,Other,IT,Manager,12/1/2019,C,email@example.com,,
 charlie ,thirty,55000,Other,Sales,Assistant,5-Apr-18,A,email@example.com,098-765-4321,,,,Charlie,30,55000,Other,Sales,Assistant,4/5/2018,A,email@example.com,098-765-4321,
 bob ,40, NAN ,Other,Marketing,Director,1/15/2020,B,,555-555-5555,,,,Bob,40,  ,Other,Marketing,Director,1/15/2020,B,,555-555-5555,
 jack ,50,55000,Male,IT,Analyst,1/15/2020,B,name@company.org, ,,,,Jack,50,55000,Male,IT,Analyst,1/15/2020,B,name@company.org,,
 david ,35,55000,Other,HR,Analyst,2/20/2020,D,name@company.org,555-555-5555,,,,David,35,55000,Other,HR,Analyst,2/20/2020,D,name@company.org,555-555-5555,
 hannah ,25,70000,Female,HR,Analyst,3/25/2019,A,nan,098-765-4321,,,,Hannah,25,70000,Female,HR,Analyst,3/25/2019,A,,098-765-4321,
 ivy ,25,65000,Male,Finance,Assistant,2/20/2020,F,user@domain.com,123-456-7890,,,,Ivy,25,65000,Male,Finance,Assistant,2/20/2020,F,user@domain.com,123-456-7890,
 grace ,25,65000,Other,IT,Assistant,3/25/2019,C,email@example.com,nan,,,,Grace,25,65000,Other,IT,Assistant,3/25/2019,C,email@example.com,,
 alice ,thirty,SIXTY THOUSAND,Male,Finance,Clerk,5-Apr-18,F,nan, ,,,,Alice,30,60000,Male,Finance,Clerk,4/5/2018,F,,,
 charlie ,nan,55000,Female,IT,Analyst,1/15/2020,B,nan,123-456-7890,,,,Charlie,,55000,Female,IT,Analyst,1/15/2020,B,,123-456-7890,
 ivy ,40, NAN ,Other,IT,Clerk,3/25/2019,F,email@example.com,123-456-7890,,,,Ivy,40,  ,Other,IT,Clerk,3/25/2019,F,email@example.com,123-456-7890,
 alice ,35,70000,Female,Marketing,Analyst,5-Apr-18,B,name@company.org,555-555-5555,,,,Alice,35,70000,Female,Marketing,Analyst,4/5/2018,B,name@company.org,555-555-5555,
 ivy ,50,70000,Other,Finance,Clerk,1/15/2020,B,user@domain.com,098-765-4321,,,,Ivy,50,70000,Other,Finance,Clerk,1/15/2020,B,user@domain.com,098-765-4321,
 hannah ,35,65000,Other,Marketing,Clerk,3/25/2019,B,name@company.org,555-555-5555,,,,Hannah,35,65000,Other,Marketing,Clerk,3/25/2019,B,name@company.org,555-555-5555,
 alice ,50,55000,Other,IT,Director,2/20/2020,B,nan,098-765-4321,,,,Alice,50,55000,Other,IT,Director,2/20/2020,B,,098-765-4321,
 frank ,thirty,SIXTY THOUSAND,Other,HR,Clerk,2/20/2020,B,user@domain.com,555-555-5555,,,,Frank,30,60000,Other,HR,Clerk,2/20/2020,B,user@domain.com,555-555-5555,
 eve ,25,55000,Other,IT,Assistant,2/20/2020,D,,123-456-7890,,,,Eve,25,55000,Other,IT,Assistant,2/20/2020,D,,123-456-7890,
 frank ,thirty,50000,Male,Marketing,Clerk,5-Apr-18,F,nan,nan,,,,Frank,30,50000,Male,Marketing,Clerk,4/5/2018,F,,,
 jack ,nan,55000,Other,Finance,Analyst,2/20/2020,D,name@company.org,098-765-4321,,,,Jack,,55000,Other,Finance,Analyst,2/20/2020,D,name@company.org,098-765-4321,
 eve ,nan,50000,Other,Finance,Clerk,2019.12.01,D,name@company.org, ,,,,Eve,,50000,Other,Finance,Clerk,12/1/2019,D,name@company.org,,
 frank ,50,50000,Male,Marketing,Manager,1/15/2020,A,name@company.org, ,,,,Frank,50,50000,Male,Marketing,Manager,1/15/2020,A,name@company.org,,
 eve ,40,SIXTY THOUSAND,Male,Finance,Analyst,5-Apr-18,A,email@example.com,123-456-7890,,,,Eve,40,60000,Male,Finance,Analyst,4/5/2018,A,email@example.com,123-456-7890,
 eve ,40, NAN ,Male,Sales,Manager,2/20/2020,A,nan,555-555-5555,,,,Eve,40,  ,Male,Sales,Manager,2/20/2020,A,,555-555-5555,
 david ,50,65000,Male,HR,Analyst,1/15/2020,C,user@domain.com,555-555-5555,,,,David,50,65000,Male,HR,Analyst,1/15/2020,C,user@domain.com,555-555-5555,
 charlie ,nan,55000,Male,HR,Assistant,3/25/2019,A,name@company.org,123-456-7890,,,,Charlie,,55000,Male,HR,Assistant,3/25/2019,A,name@company.org,123-456-7890,
 charlie ,nan,50000,Male,HR,Assistant,2/20/2020,F,name@company.org, ,,,,Charlie,,50000,Male,HR,Assistant,2/20/2020,F,name@company.org,,
 david ,nan,55000,Other,Finance,Assistant,1/15/2020,D,email@example.com, ,,,,David,,55000,Other,Finance,Assistant,1/15/2020,D,email@example.com,,
 ivy ,thirty, NAN ,Other,Finance,Manager,2019.12.01,F,user@domain.com,555-555-5555,,,,Ivy,30,  ,Other,Finance,Manager,12/1/2019,F,user@domain.com,555-555-5555,
 bob ,nan,65000,Female,IT,Director,3/25/2019,A,nan,098-765-4321,,,,Bob,,65000,Female,IT,Director,3/25/2019,A,,098-765-4321,
 ivy ,35, NAN ,Other,IT,Analyst,2019.12.01,C,,nan,,,,Ivy,35,  ,Other,IT,Analyst,12/1/2019,C,,,
 alice ,25,65000,Other,HR,Assistant,1/15/2020,C,email@example.com,098-765-4321,,,,Alice,25,65000,Other,HR,Assistant,1/15/2020,C,email@example.com,098-765-4321,
 alice ,nan,70000,Male,Sales,Analyst,2019.12.01,D,nan, ,,,,Alice,,70000,Male,Sales,Analyst,12/1/2019,D,,,
 eve ,50,65000,Male,IT,Manager,1/15/2020,F,,098-765-4321,,,,Eve,50,65000,Male,IT,Manager,1/15/2020,F,,098-765-4321,
 frank ,25,SIXTY THOUSAND,Other,IT,Director,1/15/2020,B,name@company.org,nan,,,,Frank,25,60000,Other,IT,Director,1/15/2020,B,name@company.org,,
 frank ,thirty, NAN ,Female,Finance,Manager,2019.12.01,F,name@company.org,098-765-4321,,,,Frank,30,  ,Female,Finance,Manager,12/1/2019,F,name@company.org,098-765-4321,
 charlie ,50,50000,Male,Sales,Analyst,1/15/2020,A,user@domain.com,098-765-4321,,,,Charlie,50,50000,Male,Sales,Analyst,1/15/2020,A,user@domain.com,098-765-4321,
 grace ,25,70000,Other,HR,Director,2/20/2020,B,,098-765-4321,,,,Grace,25,70000,Other,HR,Director,2/20/2020,B,,098-765-4321,
 ivy ,50,SIXTY THOUSAND,Other,IT,Director,1/15/2020,C,name@company.org,098-765-4321,,,,Ivy,50,60000,Other,IT,Director,1/15/2020,C,name@company.org,098-765-4321,
 jack ,thirty,55000,Female,Sales,Manager,5-Apr-18,D,name@company.org,123-456-7890,,,,Jack,30,55000,Female,Sales,Manager,4/5/2018,D,name@company.org,123-456-7890,
 hannah ,35, NAN ,Female,Sales,Assistant,1/15/2020,D,user@domain.com, ,,,,Hannah,35,  ,Female,Sales,Assistant,1/15/2020,D,user@domain.com,,
 frank ,thirty,50000,Male,HR,Analyst,5-Apr-18,C,nan,nan,,,,Frank,30,50000,Male,HR,Analyst,4/5/2018,C,,,
 hannah ,thirty,65000,Female,Sales,Clerk,1/15/2020,A,name@company.org, ,,,,Hannah,30,65000,Female,Sales,Clerk,1/15/2020,A,name@company.org,,
 eve ,50,50000,Other,Sales,Clerk,1/15/2020,C,email@example.com,123-456-7890,,,,Eve,50,50000,Other,Sales,Clerk,1/15/2020,C,email@example.com,123-456-7890,
 hannah ,40,55000,Other,Sales,Manager,2019.12.01,A,email@example.com,123-456-7890,,,,Hannah,40,55000,Other,Sales,Manager,12/1/2019,A,email@example.com,123-456-7890,
 jack ,nan,70000,Female,IT,Analyst,2/20/2020,B,nan,123-456-7890,,,,Jack,,70000,Female,IT,Analyst,2/20/2020,B,,123-456-7890,
 david ,nan,70000,Female,HR,Analyst,2/20/2020,C,,123-456-7890,,,,David,,70000,Female,HR,Analyst,2/20/2020,C,,123-456-7890,
 jack ,35, NAN ,Female,Sales,Manager,3/25/2019,A,user@domain.com,098-765-4321,,,,Jack,35,  ,Female,Sales,Manager,3/25/2019,A,user@domain.com,098-765-4321,
 hannah ,35,70000,Female,Sales,Analyst,2019.12.01,B,email@example.com, ,,,,Hannah,35,70000,Female,Sales,Analyst,12/1/2019,B,email@example.com,,
 jack ,nan, NAN ,Male,IT,Assistant,2019.12.01,C,email@example.com,555-555-5555,,,,Jack,,  ,Male,IT,Assistant,12/1/2019,C,email@example.com,555-555-5555,
 bob ,40, NAN ,Female,HR,Manager,2/20/2020,D,nan,nan,,,,Bob,40,  ,Female,HR,Manager,2/20/2020,D,,,
 eve ,nan, NAN ,Male,Finance,Assistant,2019.12.01,C,,123-456-7890,,,,Eve,,  ,Male,Finance,Assistant,12/1/2019,C,,123-456-7890,
 ivy ,40,65000,Other,IT,Analyst,2/20/2020,F,, ,,,,Ivy,40,65000,Other,IT,Analyst,2/20/2020,F,,,
 david ,35,SIXTY THOUSAND,Female,HR,Manager,2019.12.01,C,nan,123-456-7890,,,,David,35,60000,Female,HR,Manager,12/1/2019,C,,123-456-7890,
 frank ,25, NAN ,Male,Sales,Analyst,1/15/2020,F,email@example.com,123-456-7890,,,,Frank,25,  ,Male,Sales,Analyst,1/15/2020,F,email@example.com,123-456-7890,
 alice ,50, NAN ,Female,HR,Manager,2/20/2020,B,user@domain.com,123-456-7890,,,,Alice,50,  ,Female,HR,Manager,2/20/2020,B,user@domain.com,123-456-7890,
 ivy ,35,SIXTY THOUSAND,Other,HR,Analyst,2/20/2020,C,email@example.com,123-456-7890,,,,Ivy,35,60000,Other,HR,Analyst,2/20/2020,C,email@example.com,123-456-7890,
 alice ,35,50000,Other,HR,Assistant,5-Apr-18,B,,123-456-7890,,,,Alice,35,50000,Other,HR,Assistant,4/5/2018,B,,123-456-7890,
 eve ,thirty, NAN ,Other,Finance,Assistant,2019.12.01,B,email@example.com,nan,,,,Eve,30,  ,Other,Finance,Assistant,12/1/2019,B,email@example.com,,
 david ,thirty,65000,Female,HR,Analyst,2019.12.01,A,user@domain.com, ,,,,David,30,65000,Female,HR,Analyst,12/1/2019,A,user@domain.com,,
 charlie ,thirty,70000,Female,Finance,Manager,2/20/2020,B,name@company.org,123-456-7890,,,,Charlie,30,70000,Female,Finance,Manager,2/20/2020,B,name@company.org,123-456-7890,
 frank ,50,70000,Male,Sales,Clerk,1/15/2020,B,email@example.com,123-456-7890,,,,Frank,50,70000,Male,Sales,Clerk,1/15/2020,B,email@example.com,123-456-7890,
 bob ,thirty,55000,Other,Finance,Assistant,1/15/2020,C,nan,123-456-7890,,,,Bob,30,55000,Other,Finance,Assistant,1/15/2020,C,,123-456-7890,
 charlie ,40,55000,Female,Sales,Assistant,1/15/2020,C,name@company.org,123-456-7890,,,,Charlie,40,55000,Female,Sales,Assistant,1/15/2020,C,name@company.org,123-456-7890,
 eve ,nan,70000,Other,Sales,Clerk,2019.12.01,D,nan,098-765-4321,,,,Eve,,70000,Other,Sales,Clerk,12/1/2019,D,,098-765-4321,
 ivy ,25,70000,Other,Finance,Analyst,5-Apr-18,A,nan,098-765-4321,,,,Ivy,25,70000,Other,Finance,Analyst,4/5/2018,A,,098-765-4321,
 bob ,35,65000,Male,IT,Manager,2/20/2020,B,nan,555-555-5555,,,,Bob,35,65000,Male,IT,Manager,2/20/2020,B,,555-555-5555,
 jack ,40,SIXTY THOUSAND,Male,Marketing,Analyst,3/25/2019,A,email@example.com,123-456-7890,,,,Jack,40,60000,Male,Marketing,Analyst,3/25/2019,A,email@example.com,123-456-7890,
 hannah ,25,55000,Male,HR,Director,5-Apr-18,F,,555-555-5555,,,,Hannah,25,55000,Male,HR,Director,4/5/2018,F,,555-555-5555,
 bob ,40,SIXTY THOUSAND,Male,Marketing,Assistant,3/25/2019,B,name@company.org,nan,,,,Bob,40,60000,Male,Marketing,Assistant,3/25/2019,B,name@company.org,,
 eve ,40,65000,Other,HR,Director,5-Apr-18,A,user@domain.com,555-555-5555,,,,Eve,40,65000,Other,HR,Director,4/5/2018,A,user@domain.com,555-555-5555,
 grace ,35,70000,Male,HR,Assistant,1/15/2020,D,, ,,,,Grace,35,70000,Male,HR,Assistant,1/15/2020,D,,,
 hannah ,nan, NAN ,Male,Sales,Assistant,2019.12.01,D,email@example.com,098-765-4321,,,,Hannah,,  ,Male,Sales,Assistant,12/1/2019,D,email@example.com,098-765-4321,
 alice ,thirty,SIXTY THOUSAND,Male,HR,Director,3/25/2019,B,nan,098-765-4321,,,,Alice,30,60000,Male,HR,Director,3/25/2019,B,,098-765-4321,
 frank ,50,70000,Male,HR,Director,5-Apr-18,F,user@domain.com,123-456-7890,,,,Frank,50,70000,Male,HR,Director,4/5/2018,F,user@domain.com,123-456-7890,
 alice ,nan,70000,Other,Finance,Analyst,2019.12.01,D,name@company.org,123-456-7890,,,,Alice,,70000,Other,Finance,Analyst,12/1/2019,D,name@company.org,123-456-7890,
 bob ,50,50000,Male,Marketing,Director,3/25/2019,D,,nan,,,,Bob,50,50000,Male,Marketing,Director,3/25/2019,D,,,
 alice ,35,SIXTY THOUSAND,Other,Finance,Analyst,2/20/2020,F,,nan,,,,Alice,35,60000,Other,Finance,Analyst,2/20/2020,F,,,
 eve ,35, NAN ,Female,HR,Analyst,5-Apr-18,A,user@domain.com, ,,,,Eve,35,  ,Female,HR,Analyst,4/5/2018,A,user@domain.com,,
 jack ,35,SIXTY THOUSAND,Other,Sales,Analyst,2/20/2020,D,email@example.com,123-456-7890,,,,Jack,35,60000,Other,Sales,Analyst,2/20/2020,D,email@example.com,123-456-7890,
 ivy ,25,70000,Other,Finance,Assistant,1/15/2020,C,name@company.org,123-456-7890,,,,Ivy,25,70000,Other,Finance,Assistant,1/15/2020,C,name@company.org,123-456-7890,
 frank ,50, NAN ,Male,Finance,Assistant,2/20/2020,D,user@domain.com,nan,,,,Frank,50,  ,Male,Finance,Assistant,2/20/2020,D,user@domain.com,,
 alice ,nan,65000,Female,IT,Director,2/20/2020,A,nan,nan,,,,Alice,,65000,Female,IT,Director,2/20/2020,A,,,
 alice ,nan,50000,Female,HR,Assistant,5-Apr-18,A,name@company.org,nan,,,,Alice,,50000,Female,HR,Assistant,4/5/2018,A,name@company.org,,
